LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),,
ID5699,5699,18,28.60383606,22.15433007,25.38068882,0,10,2,0.65,1,,442.0930233,373,175,1011,57030,195.5695385,0.331621617,1.125911984
ID5651,5651,18,28.27698517,22.36942066,25.27314353,0,20,4,0.65,1,,418.6744186,358,170,1123,54009,220.6566253,0.317376301,0.914227114
ID5591,5591,18,23.76445007,21.93923949,25.27314353,0,5,1,0.65,1,,397.0232558,366,174,795,51216,154.009307,0.280507362,1.129434785
ID5719,5719,18,50.73862457,23.98260003,24.84296237,0,25,5,0.65,1,,587.0852713,465,156,1625,75734,358.1187615,0.463319998,1.038115904
ID5610,5610,18,28.8379364,22.15433007,25.27314353,0,15,3,0.65,1,,432.1472868,362,181,923,55747,193.8205154,0.333227706,1.114548098
ID5631,5631,18,23.96827316,21.93923949,25.48823411,0,0,0,0.65,1,,413.1085271,371,194,763,53291,147.2552121,0.294111196,1.275156363
ID5632,5632,19,26.85227394,10.324348,3.33390404,0,20,4,0.65,1,,362.5503876,247,135,1264,46769,264.2843805,0.323087048,0.669974083
ID5681,5681,19,23.75415802,10.53943858,3.118813457,0,10,2,0.65,1,,354.9767442,255,139,1317,45792,247.3741304,0.308302793,0.67630844
ID5668,5668,19,25.32881927,10.43189329,3.548994624,0,30,6,0.65,1,,367.8139535,261,151,1500,47448,266.0895575,0.327522888,0.682071655
ID5701,5701,19,20.73950386,10.64698387,3.33390404,0,25,5,0.65,1,,345.8992248,265,141,1083,44621,200.4725217,0.290757719,0.777340424
ID5593,5593,19,24.62896919,10.43189329,3.33390404,0,15,3,0.65,1,,359.3875969,242,137,1738,46361,305.6725247,0.317736356,0.566989555
ID5633,5633,20,16.6750946,12.47525383,3.764085207,0,20,4,0.65,1,,325.5581395,268,165,1194,41997,162.9793846,0.24270904,0.780265445
ID5702,5702,20,17.09093094,12.47525383,3.764085207,0,25,5,0.65,1,,329.5581395,273,166,1288,42513,168.2210184,0.243136155,0.766324352
ID5594,5594,20,17.20782852,12.47525383,3.764085207,0,15,3,0.65,1,,323.8294574,262,163,1296,41774,171.2145093,0.24351437,0.74076349
ID5638,5638,21,57.78922653,29.03722874,13.22807087,0,20,4,0.65,1,,943.5193798,912,293,1785,121714,333.5783524,0.352978322,1.475842991
ID5689,5689,21,36.1104126,29.03722874,13.65825204,0,10,2,0.65,1,,820.8217054,862,290,1386,105886,270.8821656,0.210304998,1.053060158
ID5707,5707,21,72.98188019,29.14477403,13.22807087,0,25,5,0.65,1,,1127.333333,1081,379,1933,145426,405.3922933,0.397034727,1.580622458
ID5598,5598,21,53.41841888,29.03722874,13.22807087,0,15,3,0.65,1,,924.9612403,915,336,1634,119320,340.9727446,0.349715099,1.405743686
ID5793,5793,22,25.16179466,28.71459286,26.56368703,0,55,11,0.65,1,,375.5271318,321,172,842,48443,166.1220879,0.348538655,1.168507453
ID5986,5986,22,29.44086838,28.82213816,26.24105116,0,110,22,0.65,1,,398.0542636,323,168,1076,51349,211.5807437,0.365740872,1.007630549
ID5667,5667,22,21.03511238,29.14477403,26.02596057,0,35,7,0.65,1,,359.875969,327,159,741,46424,119.7239016,0.323045186,1.467880083
ID6021,6021,22,23.08130455,28.92968345,26.34859645,0,115,23,0.65,1,,359.1395349,305,175,767,46329,149.3494614,0.324552662,1.178434631
ID6053,6053,22,18.21794701,30.11268165,25.48823411,0,125,25,0.65,1,,340,316,183,624,43860,102.9658621,0.290010091,1.48468956
ID5830,5830,22,24.52828979,28.49950228,26.56368703,0,65,13,0.65,1,,372.1782946,329,147,790,48011,153.0106435,0.349460102,1.259786489
ID5865,5865,22,19.87252426,28.60704757,26.56368703,0,80,16,0.65,1,,345.2170543,307,189,679,44533,117.5094385,0.297525579,1.347280015
ID5738,5738,22,27.31044388,28.82213816,26.45614174,0,50,10,0.65,1,,389.0232558,316,168,982,50184,185.4333381,0.359306356,1.109086186
ID5931,5931,22,22.26844597,29.25231932,25.81086999,0,95,19,0.65,1,,365.6976744,327,187,651,47175,128.0298186,0.330927462,1.420428857
ID5774,5774,22,24.3074894,28.60704757,26.34859645,0,60,12,0.65,1,,374.2015504,345,168,826,48272,158.0623581,0.341385418,1.205031797
ID5968,5968,22,18.41923332,28.71459286,26.45614174,0,105,21,0.65,1,,333.3410853,305,166,646,43001,109.7459777,0.284082563,1.343946121
ID5811,5811,22,24.48547935,29.14477403,26.13350586,0,45,9,0.65,1,,388.1705426,353,168,776,50074,145.51198,0.349352517,1.381313555
ID6004,6004,22,19.33891296,29.79004578,25.7033247,0,130,26,0.65,1,,341.6744186,317,164,643,44076,111.2360358,0.306490815,1.441146263
ID6038,6038,22,20.6872654,28.82213816,26.13350586,0,120,24,0.65,1,,349.5193798,322,153,637,45088,122.6025146,0.309731355,1.348356791
ID5847,5847,22,28.73737717,28.39195699,26.9938682,0,70,14,0.65,1,,394.2170543,339,166,893,50854,183.7755068,0.38380134,1.189900139
ID5879,5879,22,30.51872063,28.49950228,26.56368703,0,75,15,0.65,1,,411.6511628,336,161,1024,53103,206.6398834,0.393556714,1.125195202
ID5914,5914,22,26.69292068,28.92968345,26.24105116,0,90,18,0.65,1,,381.6744186,319,144,848,49236,176.2612214,0.347358639,1.116506271
ID5755,5755,22,29.76450539,29.46740991,25.91841528,0,40,8,0.65,1,,413.5426357,359,183,897,53347,184.5578757,0.403484152,1.288358339
ID5951,5951,22,17.79316521,28.71459286,26.56368703,0,100,20,0.65,1,,324.0077519,294,151,610,41797,110.1117682,0.27320199,1.262810573
ID5953,5953,23,23.45051193,25.27314353,5.484809873,0,105,21,0.65,1,,372.6434109,263,155,1151,48071,237.9953978,0.296403304,0.715974895
ID6149,6149,23,19.66758919,25.27314353,5.377264581,0,165,33,0.65,1,,320.1937984,234,150,938,41305,199.5688743,0.265549102,0.673311359
ID6022,6022,23,23.38711929,25.27314353,5.484809873,0,120,24,0.65,1,,381.8604651,293,136,1032,49260,217.2342753,0.31298206,0.838044338
ID6087,6087,23,24.47698593,25.27314353,5.377264581,0,145,29,0.65,1,,356.4883721,242,141,1279,45987,262.8398133,0.291975443,0.613022312
ID5832,5832,23,18.99496841,25.27314353,5.377264581,0,70,14,0.65,1,,328.2325581,242,153,1096,42342,205.7695735,0.216572262,0.567930794
ID5899,5899,23,22.99344635,25.27314353,5.377264581,0,90,18,0.65,1,,357.3100775,261,134,1227,46093,235.5282891,0.261829207,0.629578223
ID5776,5776,23,20.60758209,25.27314353,5.377264581,0,55,11,0.65,1,,341.6124031,260,150,1008,44068,204.1910988,0.256300993,0.682626912
ID6162,6162,23,21.7591362,25.27314353,5.377264581,0,170,34,0.65,1,,331.875969,229,154,1043,42812,224.7830206,0.277914248,0.64217205
ID5971,5971,23,23.28713417,25.16559824,5.484809873,0,110,22,0.65,1,,379.379845,293,159,1032,48940,216.0462622,0.327590463,0.866611842
ID5653,5653,23,20.08788109,25.27314353,5.377264581,0,35,7,0.65,1,,323.0155039,232,153,1016,41669,205.0988323,0.22211031,0.572464402
ID6104,6104,23,25.25623322,25.27314353,5.377264581,0,150,30,0.65,1,,363.3178295,236,147,1292,46868,275.6930467,0.297425013,0.604207506
ID6041,6041,23,28.05851746,25.27314353,5.592355164,0,125,25,0.65,1,,407.7596899,294,159,1141,52601,244.5191638,0.368744727,0.898513783
ID5722,5722,23,19.4669342,25.27314353,5.377264581,0,50,10,0.65,1,,326.7209302,241,149,946,42147,199.1273924,0.231271411,0.6163737
ID5850,5850,23,21.67667007,25.27314353,5.377264581,0,80,16,0.65,1,,352.4341085,255,151,1134,45464,227.0682663,0.248699234,0.618255639
ID5916,5916,23,23.53478241,25.27314353,5.377264581,0,95,19,0.65,1,,359.1162791,250,146,1272,46326,256.2593787,0.25992355,0.57821154
ID6177,6177,23,21.71518135,25.27314353,5.377264581,0,175,35,0.65,1,,334.7131783,234,148,1117,43178,229.2168458,0.28944796,0.655575854
ID5795,5795,23,18.35709,25.27314353,5.377264581,0,45,9,0.65,1,,316.1317829,239,150,928,40781,179.8672418,0.220908548,0.636026876
ID5989,5989,23,30.00660896,25.27314353,5.484809873,0,130,26,0.65,1,,420.7364341,292,153,1259,54275,273.9359106,0.366818743,0.824388152
ID6057,6057,23,26.67256927,25.27314353,5.377264581,0,135,27,0.65,1,,377.3410853,244,150,1380,48677,296.3705318,0.274914095,0.549092048
ID6121,6121,23,21.17094231,25.27314353,5.377264581,0,160,32,0.65,1,,330.0310078,236,140,1038,42574,208.6291169,0.276461846,0.685231292
ID5866,5866,23,18.89812088,25.27314353,5.377264581,0,75,15,0.65,1,,323.5116279,249,154,965,41733,186.6208186,0.223460814,0.633244042
ID5739,5739,23,18.5734787,25.27314353,5.377264581,0,40,8,0.65,1,,315.7054264,229,147,902,40726,191.4771283,0.219965609,0.5945691
ID5933,5933,23,24.71297264,25.27314353,5.377264581,0,100,20,0.65,1,,370.3643411,260,152,1230,47777,258.2595272,0.267038165,0.604486281
ID6192,6192,23,20.46161652,25.16559824,5.377264581,0,180,36,0.65,1,,331.0852713,234,155,1075,42710,216.7198664,0.275073977,0.659151517
ID5813,5813,23,20.72706413,25.27314353,5.377264581,0,65,13,0.65,1,,337.627907,249,142,962,43554,205.292515,0.233768915,0.623229719
ID6007,6007,23,29.69290543,25.27314353,5.592355164,0,115,23,0.65,1,,405.4496124,291,164,1139,52303,248.7669266,0.364227542,0.870282427
ID6135,6135,23,23.91977882,25.27314353,5.377264581,0,155,31,0.65,1,,349.372093,234,122,1137,45069,250.8325534,0.282206377,0.613116775
ID6072,6072,23,25.25907135,25.27314353,5.377264581,0,140,28,0.65,1,,362.5271318,239,160,1305,46766,281.1999144,0.283335033,0.569266403
ID5883,5883,23,24.9258709,25.27314353,5.377264581,0,85,17,0.65,1,,378.4651163,262,139,1176,48822,255.9296793,0.286331171,0.658341201
ID5758,5758,23,25.44733047,25.16559824,5.484809873,0,60,12,0.65,1,,401.6046512,315,166,1079,51807,226.536125,0.367274023,0.952414309
ID5590,5590,24,17.82672119,24.62787178,24.84296237,0,5,1,0.65,1,,381.2093023,354,163,703,49176,125.3002441,0.309347227,1.437583114
ID5627,5627,24,20.47997856,24.52032649,24.52032649,0,0,0,0.65,1,,369.875969,316,143,1343,47714,195.5759127,0.300873441,0.874821709
