LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),,
ID12341,12341,12,85.2881012,16.02424845,13.44316145,0,125,25,0.65,1,,786.4651163,349,154,5571,101454,1033.072851,0.560883682,0.547117714
ID12022,12022,12,62.05719757,16.77706549,15.91670316,0,45,9,0.65,1,,901.2635659,675,247,3724,116263,635.1941942,0.373935594,0.772335011
ID12090,12090,12,68.81713104,16.77706549,15.80915787,0,70,14,0.65,1,,878.372093,663,241,3125,113310,587.4522596,0.410476344,0.870278537
ID12286,12286,12,61.60542679,17.42233724,14.94879554,0,110,22,0.65,1,,798.3178295,638,195,2164,102983,485.7270643,0.409824521,0.955534566
ID12607,12607,12,78.94328308,15.80915787,13.65825204,0,165,33,0.65,1,,970.5736434,695,179,4209,125204,890.6819874,0.437559237,0.663356405
ID12290,12290,13,85.49238586,14.30352379,17.63742783,0,110,22,0.65,1,,986.4418605,825,233,3771,127251,735.907517,0.452925277,0.835721412
ID11783,11783,13,30.92665291,12.15261795,17.74497312,0,30,6,0.65,1,,558.0465116,454,154,1865,71988,346.5406014,0.18908417,0.51214017
ID11975,11975,13,34.99119949,13.76579733,17.09970137,0,50,10,0.65,1,,558.1007752,434,172,1361,71995,306.11466,0.268119994,0.770952007
ID12172,12172,13,33.635746,13.44316145,17.9600637,0,90,18,0.65,1,,586.255814,443,185,1981,75627,400.7850554,0.236579655,0.559707255
ID12046,12046,13,33.34826279,13.22807087,17.63742783,0,60,12,0.65,1,,537.6821705,459,179,1527,69361,290.1839122,0.27796012,0.8060231
ID12240,12240,13,30.0596714,13.65825204,17.9600637,0,100,20,0.65,1,,550.6821705,436,167,2244,71038,382.8574715,0.170146233,0.418288654
ID12560,12560,13,85.56423187,14.30352379,17.85251841,0,150,30,0.65,1,,815.2713178,412,167,4885,105170,957.114803,0.461178049,0.537692049
ID11729,11729,13,35.27489471,12.47525383,17.85251841,0,35,7,0.65,1,,524.7364341,406,180,1512,67691,334.2799052,0.270017079,0.667486702
ID12116,12116,13,41.58508682,13.98088791,17.63742783,0,75,15,0.65,1,,734.9379845,705,226,1532,94807,304.3884687,0.328858999,1.195042424
ID12500,12500,13,69.43009186,14.84125024,17.31479195,0,145,29,0.65,1,,741.6744186,391,165,4390,95676,866.7139285,0.416586252,0.503302897
ID11864,11864,13,32.332798,12.47525383,17.85251841,0,25,5,0.65,1,,570.5658915,472,190,1418,73603,307.7959411,0.227455969,0.687012011
ID12378,12378,13,74.73751831,13.87334262,18.17515428,0,120,24,0.65,1,,874.8604651,533,208,4944,112857,903.1804027,0.342104693,0.493818002
ID12444,12444,13,87.4223938,13.98088791,17.85251841,0,140,28,0.65,1,,858.6666667,468,206,4566,110768,949.3246311,0.459895954,0.569872282
ID12191,12191,13,51.27643967,14.30352379,17.74497312,0,80,16,0.65,1,,912.7829457,894,386,1822,117749,311.7015791,0.293477466,1.328845236
ID12320,12320,13,72.8453064,13.98088791,18.17515428,0,115,23,0.65,1,,814.4883721,511,193,4034,105069,813.9003425,0.378914216,0.549980515
ID11809,11809,13,33.40176392,12.36770854,17.9600637,0,20,4,0.65,1,,659.496124,607,209,1517,85075,305.6954705,0.2140792,0.760817851
ID12071,12071,13,31.3928833,13.65825204,17.63742783,0,65,13,0.65,1,,575.0077519,559,206,1230,74176,225.5647598,0.303798091,1.187974571
ID12265,12265,13,29.24269676,12.90543499,18.06760899,0,95,19,0.65,1,,553.7596899,384,183,2275,71435,437.142046,0.154870151,0.339753015
ID11949,11949,13,30.41724968,12.90543499,17.63742783,0,40,8,0.65,1,,531.1162791,405,184,1516,68514,329.2400964,0.138286697,0.391954478
ID12144,12144,13,64.4756012,14.0884332,17.9600637,0,85,17,0.65,1,,1048.992248,974,315,2803,135320,483.3467392,0.332861456,1.083981776
ID12023,12023,13,32.22358322,13.01298029,17.42233724,0,45,9,0.65,1,,526.5348837,395,180,1608,67923,339.5178808,0.149909532,0.404352441
ID12217,12217,13,35.76135254,13.55070674,17.85251841,0,105,21,0.65,1,,560.2635659,422,194,2445,72274,435.5759571,0.285156732,0.570802689
ID12474,12474,13,84.46126556,13.87334262,18.28269958,0,130,26,0.65,1,,1102.775194,668,223,4474,142258,1008.916089,0.427087528,0.654226625
ID12410,12410,13,94.73220825,13.87334262,17.74497312,0,135,27,0.65,1,,927.9534884,426,195,5765,119706,1161.812955,0.459988067,0.50328878
ID12092,12092,13,27.4615612,14.62615966,17.52988253,0,70,14,0.65,1,,685.5503876,626,244,1962,88436,313.8114472,0.189878634,0.697226726
ID12348,12348,13,85.63140869,13.87334262,18.06760899,0,125,25,0.65,1,,1043.666667,673,195,4261,134633,887.3540138,0.376838358,0.643823814
ID11840,11840,14,106.1437073,10.86207445,18.39024487,0,0,0,0.65,1,,1367.682171,1265,358,3177,176431,679.1612472,0.50063943,1.343664929
ID12293,12293,14,91.37122345,10.86207445,18.71288074,0,110,22,0.65,1,,1400.875969,1085,332,4725,180713,939.7858217,0.442708048,0.914828645
ID12677,12677,14,55.78549957,10.96961975,19.2506072,0,175,35,0.65,1,,1094.418605,894,208,4057,141180,819.7393421,0.217788705,0.477530478
ID11784,11784,14,73.88759613,10.86207445,18.49779016,0,30,6,0.65,1,,946.1472868,711,196,3931,122053,768.4007652,0.386414222,0.686374362
ID11978,11978,14,80.25704956,11.39980091,18.60533545,0,50,10,0.65,1,,847.4341085,450,195,5893,109319,1036.572431,0.445784782,0.504147794
ID12618,12618,14,50.21110535,11.93752737,18.17515428,0,165,33,0.65,1,,847.620155,584,285,3212,109343,666.3712154,0.176741263,0.382095579
ID12174,12174,14,95.43767548,10.53943858,18.60533545,0,90,18,0.65,1,,1337.914729,1049,299,4548,172591,870.895346,0.303152549,0.714757016
ID11921,11921,14,73.37038422,10.96961975,18.28269958,0,15,3,0.65,1,,970.2790698,741,195,3413,125166,723.4614491,0.361564116,0.712292693
ID12049,12049,14,124.6930618,10.324348,18.92797133,0,60,12,0.65,1,,1614.984496,1445,293,4537,208333,1022.218811,0.524717623,1.087403472
ID12241,12241,14,79.24008179,10.64698387,18.49779016,0,100,20,0.65,1,,1202.96124,989,347,4357,155182,778.0999735,0.388571039,0.865263842
ID12561,12561,14,75.79917908,11.39980091,17.9600637,0,150,30,0.65,1,,1023.093023,709,354,4248,131979,814.5187272,0.272032536,0.537237941
ID11730,11730,14,78.94876862,11.07716504,18.39024487,0,35,7,0.65,1,,920.5193798,484,207,5525,118747,1069.724608,0.299328405,0.396478776
ID12502,12502,14,51.93291473,11.18471033,17.9600637,0,145,29,0.65,1,,974.0697674,776,379,3355,125655,611.09767,0.183790861,0.494946618
ID12119,12119,14,111.6081696,10.75452916,18.71288074,0,75,15,0.65,1,,1478.542636,1345,385,3126,190732,722.4213085,0.457087352,1.284064728
ID11866,11866,14,72.28158569,11.18471033,18.28269958,0,25,5,0.65,1,,852.6046512,609,200,2410,109986,619.0374764,0.346795644,0.709304446
ID12379,12379,14,102.5725403,11.18471033,18.28269958,0,120,24,0.65,1,,1345.410853,996,349,4565,173558,931.685935,0.483719384,0.941579737
ID12445,12445,14,50.04212952,11.18471033,17.9600637,0,140,28,0.65,1,,867.4186047,623,313,2929,111897,591.1534104,0.145685512,0.373172363
ID12001,12001,14,70.29702759,10.64698387,18.71288074,0,55,11,0.65,1,,1108.44186,898,243,4681,142989,856.2675628,0.345461032,0.664754619
